id,date,montant,type,compte_source,compte_destination
337,2022-08-05 11:08,-916.1,D,FR7690159463349525883519,FR7672385299110468752154
338,2022-10-17 22:10,-243.34,D,FR7633195068249160773030,FR7669945655380443703386
339,2023-07-10 21:07,171.04,C,FR7627685037385285855747,FR7666148521627985135145
340,2023-11-21 21:11,477.9,C,FR7698898378616658406469,FR7650459462302172506641
341,2022-10-18 00:10,520.72,C,FR7644644947975659422500,FR7637188150970210902922
342,2022-02-23 22:02,-868.28,D,FR7610246077377981744821,FR7694855577612234504277
343,2023-01-24 11:01,-473.22,D,FR7675591269597526557652,FR7631117174333733134686
344,2022-11-19 23:11,-392.52,D,FR7650153998546242019036,FR7642032107672811038474
345,2022-07-10 07:07,-869.41,D,FR7684509838283633749188,FR7646345128946184212728
346,2022-01-25 19:01,-817.56,D,FR7667368143705556849719,FR7638288143986283369722
347,2023-01-13 02:01,-380.59,D,FR7621916975361240516260,FR7628049531893850959110
348,2022-12-19 20:12,-966.99,D,FR7647712497930888598772,FR7619355236170085986545
349,2023-09-14 12:09,-967.62,D,FR7651523540434561749489,FR7648606644788216202410
350,2023-01-12 00:01,-357.09,D,FR7696386470135182062023,FR7641706877689787213579
351,2022-10-11 23:10,-287.04,D,FR7630414431321088945902,FR7618322789821594345526
352,2022-01-04 17:01,-368.64,D,FR7667883452451499426938,FR7652104841202854867397
353,2023-08-22 17:08,-716.78,D,FR7611135989453531406869,FR7696409665342690416190
354,2022-06-13 02:06,-470.13,D,FR7664421978865091486990,FR7621713998591092181436
355,2022-07-17 16:07,-618.34,D,FR7670857433225512316705,FR7618277582720262121786
356,2022-07-28 17:07,711.71,C,FR7674221483725937208835,FR7663037860514040158355
357,2023-05-28 19:05,-151.45,D,FR7695907877668998593753,FR7649115227425297154025
358,2023-01-13 02:01,472.44,C,FR7641058319555444789816,FR7651567410775812875465
359,2023-05-28 20:05,430.8,C,FR7645395645976434769740,FR7615199831988721915827
360,2022-01-21 22:01,-27.95,D,FR7686067110659440961340,FR7621512839240659456104
361,2023-04-29 06:04,-617.25,D,FR7618664721502090643419,FR7619823920500473859927
362,2022-08-05 21:08,758.58,C,FR7658374807364239547319,FR7672217904333038902550
363,2023-04-16 15:04,-426.57,D,FR7669786682177663482703,FR7661494387148285842362
364,2023-11-08 04:11,416.56,C,FR7633826961530845949414,FR7671995078770632158236
365,2023-09-03 08:09,-32.62,D,FR7684705682761143187625,FR7681234225310915392541
366,2022-08-28 07:08,-799.29,D,FR7628444332254930775252,FR7655767132654844941021
367,2023-12-11 06:12,570.48,C,FR7631771746687616017236,FR7674327066709619561773
368,2022-03-16 08:03,-725.11,D,FR7682391530760393846907,FR7622679590302314602432
369,2022-06-19 16:06,601.41,C,FR7613711132205529438762,FR7617169167548766814339
370,2023-06-12 07:06,-780.1,D,FR7618337835657382957653,FR7668616614612047736220
371,2023-09-27 01:09,-620.16,D,FR7623279796505180967832,FR7689084590240973027761
372,2022-01-27 17:01,-500.75,D,FR7658549330574272369391,FR7693934251875144003204
373,2023-12-08 12:12,311.84,C,FR7684678834421795325426,FR7618495589299325416210
374,2022-11-28 15:11,720.42,C,FR7699314904439758516053,FR7659548023582084253339
375,2022-03-10 23:03,-627.84,D,FR7681608811419084244515,FR7697711718329398599538
376,2023-02-10 01:02,-34.28,D,FR7644793263479436117545,FR7639356251306730865737
377,2023-12-10 03:12,-151.99,D,FR7634581329561080489203,FR7671099870123115218567
378,2023-02-26 00:02,-364.5,D,FR7688759663421361246958,FR7624301828737938625574
379,2023-06-05 05:06,-694.98,D,FR7657595918273492235283,FR7695853396407145815372
380,2023-02-22 08:02,169.36,C,FR7648492384223260016867,FR7647963574899761531408
381,2023-08-11 14:08,-172.49,D,FR7619318772275452173319,FR7639839600164333255905
382,2023-01-11 05:01,-647.55,D,FR7656209010548796394374,FR7640232057219479631626
383,2022-12-09 04:12,121.96,C,FR7647175599549424012277,FR7613663418207534453446
384,2022-07-01 16:07,153.93,C,FR7641629466386312344701,FR7636764126522063026978
385,2022-05-17 15:05,733.86,C,FR7641229614159295231198,FR7665655722400870595550
386,2023-05-28 00:05,-223.13,D,FR7695276718492428656140,FR7628727916504193291988
387,2023-10-30 21:10,-293.23,D,FR7676983044196753076984,FR7630278400230549086108
388,2023-12-30 02:12,-581.52,D,FR7667522397861681769323,FR7683972815224674385128
389,2023-06-03 04:06,-34.37,D,FR7623805873355312118286,FR7621775271586135469461
390,2022-12-24 02:12,-963.21,D,FR7699697888443776092057,FR7629918630301219628141
391,2023-12-23 04:12,725.72,C,FR7664335260225935604547,FR7649406261721518143313
392,2023-08-17 00:08,497.41,C,FR7673653261150961657307,FR7676432123898242237411
393,2022-03-25 22:03,990.81,C,FR7663258920952886044574,FR7658021756672338468434
394,2023-03-30 12:03,700.34,C,FR7665518628380826613951,FR7670824148690883491332
395,2023-03-09 06:03,-663.23,D,FR7673686982932045704445,FR7610837492894314094255
396,2022-04-29 02:04,145.41,C,FR7696666732616355847006,FR7616339922446467362545
397,2022-07-30 06:07,582.6,C,FR7630546432294110589737,FR7610271605525914051937
398,2023-05-26 03:05,338.37,C,FR7648002695654882912314,FR7651774219559789717427
399,2022-12-25 15:12,765.37,C,FR7674838990581459261401,FR7656195336459386595087
400,2022-01-12 15:01,-638.03,D,FR7669106792141955668681,FR7687692153919654091516
401,2022-01-12 09:01,-356.05,D,FR7637734540202971209231,FR7681851901554714859911
402,2023-09-01 04:09,991.72,C,FR7631229936887359131387,FR7697487254790464151316
403,2022-06-28 12:06,-735.55,D,FR7648901548397440441564,FR7692163866414750647530
404,2022-05-16 23:05,-712.03,D,FR7649279876596724401828,FR7639614207168142993850
405,2023-07-24 05:07,157.11,C,FR7686584073621664944340,FR7685424467840533635461
406,2023-01-06 20:01,955.54,C,FR7635327538724041954818,FR7654797086258831327893
407,2022-06-08 04:06,-615.11,D,FR7616891574740198777018,FR7682324782893282958825
408,2022-12-03 07:12,-760.29,D,FR7667115737325624572030,FR7655452784160315662187
409,2022-10-28 18:10,329.55,C,FR7612911418521179065611,FR7622263554991186743304
410,2023-02-08 18:02,844.3,C,FR7672259182649349829519,FR7693869262829818527746
411,2023-03-05 03:03,-571.32,D,FR7658582261585197432199,FR7660561721257167538838
412,2022-02-08 02:02,-112.63,D,FR7655734495171470807441,FR7653847892647551241708
413,2023-04-23 10:04,791.55,C,FR7656989161818938842358,FR7689672203154194034959
414,2023-04-14 16:04,-129.97,D,FR7652951329357780247808,FR7663623974983561493263
415,2022-08-02 16:08,-297.93,D,FR7655945756332476442574,FR7671747862958554798295
416,2022-05-09 01:05,-830.81,D,FR7618534700666029749575,FR7632261535649083898955
417,2023-07-13 10:07,-315.26,D,FR7640375264771177138529,FR7649398619767635131731
418,2022-01-08 16:01,-88.08,D,FR7693898013556920405923,FR7636519933477556235417
419,2022-08-29 22:08,-538.91,D,FR7611953765586051759763,FR7697118042863540991763
420,2022-10-15 08:10,-28.38,D,FR7648355586218432483792,FR7633824542956687947616
421,2023-12-12 13:12,-607.25,D,FR7625848977838566217226,FR7637688172745185546016
422,2022-11-28 02:11,-182.35,D,FR7673645245406660561126,FR7649056723201843168471
423,2022-06-11 01:06,931.78,C,FR7632264357668931762596,FR7698915871525346129459
424,2023-08-27 21:08,-273.5,D,FR7688125717535512808179,FR7694365294656671076343
425,2023-01-01 16:01,-264.03,D,FR7698596379259073421035,FR7685871505838483197096
426,2023-08-06 10:08,-181.78,D,FR7616944822968332757441,FR7618903057710184647070
427,2022-05-13 14:05,614.99,C,FR7614736728167232698288,FR7627784975233892337996
428,2023-07-21 12:07,68.59,C,FR7642114740182112192518,FR7615577100703961546579
429,2023-10-07 04:10,953.78,C,FR7624378136266475197497,FR7658838488843139639424
430,2023-08-08 13:08,316.54,C,FR7641554881349715666266,FR7663806362972232802807
431,2022-05-28 10:05,-67.97,D,FR7647361736353137946746,FR7691922772504230958018
432,2023-02-22 05:02,-738.79,D,FR7688167402211565825867,FR7662694634213291837812
433,2022-01-23 14:01,137.32,C,FR7613763453431026753677,FR7637225090867212897640
434,2023-07-15 21:07,-227.27,D,FR7668344315573922374828,FR7681589877156335147371
435,2022-02-08 19:02,-189.32,D,FR7618735051357320351152,FR7654074713527519161102
436,2022-06-14 13:06,808.35,C,FR7662789471204639506379,FR7684019381247072487768
437,2022-01-27 00:01,-530.14,D,FR7646092214936298194181,FR7696696073939032344344
438,2023-01-23 01:01,-574.43,D,FR7637557329501368643658,FR7623575354945764103744
439,2022-08-20 07:08,972.12,C,FR7617618902390527859413,FR7627894144826329584141
440,2023-07-21 09:07,2.08,C,FR7613536326275717469955,FR7646276236748544819481
441,2022-06-01 04:06,-670.39,D,FR7629985705171589425192,FR7680054939749290763117
442,2022-12-17 02:12,-958.44,D,FR7617152829533622561006,FR7671241573994841969706
443,2023-04-02 11:04,-258.59,D,FR7649358440445094047599,FR7697731893616837856785
444,2023-06-27 14:06,122.24,C,FR7691213348872983824944,FR7676864794913690144389
445,2022-02-10 14:02,-647.31,D,FR7694216565225141206798,FR7637934907562057312443
446,2023-06-06 18:06,161.43,C,FR7634978484619257744491,FR7679065023146976056173
447,2023-02-03 02:02,-79.46,D,FR7665236757199214317452,FR7672441369478817569979
448,2022-01-02 07:01,-186.0,D,FR7690199620817892745561,FR7625688324695377729394
449,2023-05-01 02:05,997.84,C,FR7682804742302383994207,FR7670834844802062413590
450,2022-09-12 21:09,553.32,C,FR7660188083906211015407,FR7635492336365637572342
451,2022-01-24 22:01,-403.87,D,FR7654775242100623417712,FR7671388533208982508104
452,2023-08-21 21:08,-878.48,D,FR7675262698732248292094,FR7679335513678216732743
453,2022-11-22 11:11,499.96,C,FR7672932651613987767128,FR7697055499808113299007
454,2022-07-28 20:07,850.73,C,FR7638719750966511273786,FR7640719967569030086901
455,2023-11-13 17:11,331.39,C,FR7614278819875229215983,FR7674805954548936553537
456,2023-01-23 10:01,-275.87,D,FR7639811487499474355637,FR7692022466507675576442
457,2023-05-13 00:05,240.59,C,FR7671063296893828661108,FR7694751129174788476416
458,2022-02-23 01:02,906.52,C,FR7657172469229937774423,FR7634225295561067629783
459,2023-02-24 03:02,235.46,C,FR7689068538518891657803,FR7644331311626659696995
460,2023-08-28 10:08,555.19,C,FR7616039119461689449201,FR7644973092688221418937
461,2022-05-09 13:05,351.63,C,FR7697579515962555297444,FR7620101332155791273112
462,2023-05-08 11:05,115.59,C,FR7689677684602946296963,FR7633012857851959026125
463,2022-05-19 22:05,-606.93,D,FR7650572294387394075374,FR7622823630576415265661
464,2022-12-28 15:12,-128.91,D,FR7633953355303980803986,FR7635181815130287254844
465,2023-08-19 08:08,-215.04,D,FR7661842194581892392968,FR7691744337184253666138
466,2022-03-02 16:03,33.07,C,FR7627634320131237827756,FR7655359455555122082764
467,2022-06-02 05:06,656.4,C,FR7624887341890726526231,FR7612191229454354099095
468,2023-01-16 01:01,268.51,C,FR7629015317292029745428,FR7610619461668783279837
469,2022-05-24 22:05,-641.84,D,FR7674673953895638345020,FR7619885134849963283369
470,2023-04-16 04:04,654.27,C,FR7662243842635214023186,FR7628223769496768237084
471,2023-04-03 10:04,78.66,C,FR7680074035158914374627,FR7674537564944237288504
472,2022-09-09 03:09,589.61,C,FR7655029438461797811725,FR7619937893289640816301
473,2022-06-25 10:06,968.45,C,FR7691134409168665062577,FR7650892598357163294706
474,2022-06-06 20:06,842.91,C,FR7680962838456029594984,FR7652189934712227378462
475,2023-11-23 07:11,847.66,C,FR7692261431574550599743,FR7694189352293167474644
476,2023-10-30 16:10,-620.48,D,FR7686269634285959587565,FR7629772515718115269344
477,2023-06-11 13:06,627.34,C,FR7675185011999282036944,FR7645445634800782946645
478,2023-07-01 08:07,-612.1,D,FR7687283751364664567088,FR7695226315124320544794
479,2022-07-17 22:07,-144.02,D,FR7685342614727944568418,FR7671208426885653331166
480,2022-03-19 02:03,343.78,C,FR7629978962138799932742,FR7694052598265596966387
481,2023-12-01 05:12,336.15,C,FR7654283663203366011961,FR7663199674233821721410
482,2022-01-15 05:01,-45.63,D,FR7627375090816159016116,FR7654151513963320009022
483,2022-09-24 13:09,-641.41,D,FR7663317113149018804792,FR7661255886497779797356
484,2022-07-03 12:07,521.29,C,FR7644934488492869417009,FR7626228155933764028916
485,2023-04-05 05:04,169.12,C,FR7656815427433053754905,FR7671956412443198789585
486,2023-09-20 22:09,532.91,C,FR7696682241488214178044,FR7654037060563199325370
487,2022-04-02 18:04,151.86,C,FR7692321261219932586821,FR7618143059330881973640
488,2022-07-27 16:07,-721.11,D,FR7671983636492566198699,FR7640295383680029429755
489,2022-12-24 13:12,164.68,C,FR7673045460969598116989,FR7697255075918222787169
490,2022-03-14 21:03,-718.37,D,FR7686598445479763476692,FR7665523941772090592321
491,2022-05-25 23:05,953.36,C,FR7639266151722267208920,FR7655683415752783631839
492,2023-01-22 18:01,212.43,C,FR7665926624656554605364,FR7677084947187289691590
493,2023-06-27 19:06,-81.71,D,FR7665617440157717592331,FR7687315435905416993743
494,2022-12-28 23:12,643.35,C,FR7672359008679753086484,FR7619762237212143306104
495,2022-12-31 23:12,-758.49,D,FR7638296728795044785455,FR7654798969428055057424
496,2022-06-28 08:06,-315.68,D,FR7660138131847758286589,FR7672452652240346848852
497,2022-03-04 07:03,610.45,C,FR7674008593501113273273,FR7652131333347592887174
498,2022-01-19 21:01,-393.27,D,FR7614389148204370388395,FR7662689088452818463845
499,2023-09-10 22:09,191.28,C,FR7663192453926775354704,FR7689792052661146175855
500,2023-05-05 20:05,132.16,C,FR7651937365745029661714,FR7678328193778631969702
501,2022-08-20 21:08,957.76,C,FR7653251722801780326462,FR7664378286445259696849
502,2023-11-27 20:11,52.28,C,FR7686198022562183277795,FR7690467856541683712211
503,2023-04-06 03:04,412.68,C,FR7659097432272470334213,FR7660894335464730449536
504,2023-05-12 11:05,806.35,C,FR7629163705542390058817,FR7686765951481591151758
505,2022-12-01 12:12,443.72,C,FR7643305575396126095110,FR7619405560184748011931
506,2022-04-01 19:04,-461.33,D,FR7626699245358265466067,FR7699954141632454413730
507,2022-05-01 02:05,887.15,C,FR7675835172534763018126,FR7636085178757788338623
508,2022-06-01 07:06,-653.79,D,FR7645825425139621373395,FR7634042512545368163725
509,2022-03-10 14:03,-569.33,D,FR7639548134207865011276,FR7639695076851923036954
510,2022-02-09 08:02,471.99,C,FR7655545826208436785578,FR7650593374551662152057
511,2022-04-26 20:04,-523.25,D,FR7677154767259688912261,FR7665991580373785935892
512,2023-11-29 00:11,333.83,C,FR7692972584108766422417,FR7625433877209474867036
513,2023-03-18 23:03,168.96,C,FR7697637493620635725207,FR7642574462902881022992
514,2023-12-19 16:12,-614.37,D,FR7656576406416598339782,FR7611803559507075725227
515,2022-08-29 14:08,651.29,C,FR7691929671727451539834,FR7656055159473728677299
516,2022-05-28 11:05,234.94,C,FR7634722848913586499773,FR7687817615781091189117
517,2023-07-08 03:07,255.54,C,FR7610133696626374861510,FR7669058255798112382528
518,2023-07-23 18:07,-624.87,D,FR7655776946600085753658,FR7653176187291511429111
519,2022-08-09 16:08,653.09,C,FR7651456256265648168016,FR7611391406513586773899
520,2023-11-07 10:11,458.12,C,FR7656128973225495537054,FR7610818090549268264999
521,2022-08-29 01:08,592.33,C,FR7684593375808531654011,FR7634121946559330524969
522,2022-06-23 20:06,261.29,C,FR7622063710505075899980,FR7613139252602421809696
523,2022-12-18 07:12,-769.43,D,FR7616081243204856379823,FR7645034655403886309403
524,2023-01-01 19:01,-165.62,D,FR7624429569790946919971,FR7672362498963563359666
525,2023-10-13 19:10,801.48,C,FR7653592701126617759018,FR7652831301297334411377
526,2022-11-26 01:11,165.42,C,FR7680989247612568879962,FR7652054666697683454424
527,2022-04-13 16:04,538.91,C,FR7687506421722225115747,FR7683376855267165783222
528,2023-07-31 23:07,-715.05,D,FR7677217175336144052236,FR7682052721233141696448
529,2022-08-27 06:08,-452.94,D,FR7671845497824475757611,FR7645509211363089734494
530,2022-03-30 00:03,-774.69,D,FR7685853585670435986122,FR7616367859545196807134
531,2022-04-12 02:04,-190.94,D,FR7656768671529359546208,FR7627327355702429257693
532,2022-05-07 13:05,241.39,C,FR7615205531464060932626,FR7661636767852610108954
533,2023-12-16 22:12,496.16,C,FR7686144352333864911797,FR7627976630995595757536
534,2022-05-18 12:05,-493.33,D,FR7617465101158985926709,FR7678914765782416026885
535,2023-09-19 07:09,-1.72,D,FR7625592290825485745962,FR7685606475644281987372
536,2022-03-05 06:03,568.88,C,FR7676558366706464729426,FR7678958703272446068505
537,2022-04-29 14:04,-945.82,D,FR7651062542461362714757,FR7622992006459170381056
538,2022-09-03 10:09,973.97,C,FR7676301729706914223516,FR7645907158371578421101
539,2023-04-11 06:04,43.52,C,FR7617737439659696929005,FR7637243125745621333657
540,2022-12-28 05:12,-116.66,D,FR7615772433549419868663,FR7616847523232271013016
541,2023-10-26 04:10,660.04,C,FR7699316687719312363728,FR7668651156214364044457
542,2022-08-02 00:08,-72.39,D,FR7625924070567536385899,FR7629416721506991425677
543,2022-10-26 20:10,-652.08,D,FR7694445208740841653048,FR7671828672614729889396
544,2022-11-23 13:11,-210.2,D,FR7670797114962966192186,FR7636343552195840836510
545,2022-10-23 00:10,497.81,C,FR7670553994332888999003,FR7670445487246090263056
546,2022-01-05 12:01,13.64,C,FR7627014170854591058725,FR7615088899139149968707
547,2023-06-06 06:06,-729.71,D,FR7690336170267777157443,FR7662911453961143842992
548,2023-10-03 23:10,68.56,C,FR7627506019941494564925,FR7675419855314817693174
549,2023-08-10 18:08,-14.41,D,FR7632729233950938792531,FR7614318749652493998521
550,2022-12-02 08:12,439.24,C,FR7643941918350373156806,FR7685806859518711655180
551,2023-05-11 06:05,918.39,C,FR7651292031244963301723,FR7648702263796332052144
552,2022-03-12 15:03,-224.98,D,FR7667173204686117779857,FR7616766268244862827498
553,2022-11-20 10:11,989.76,C,FR7626378899822160587786,FR7669394088920592964553
554,2023-02-06 20:02,463.16,C,FR7615872592952562668135,FR7634095394752780563742
555,2023-04-02 14:04,538.48,C,FR7689547422948459915891,FR7625373654121557418433
556,2023-03-02 01:03,868.7,C,FR7658151049472312887924,FR7689359700607892396370
557,2023-07-26 05:07,-153.0,D,FR7661041278358477849592,FR7650448452779722784449
558,2022-11-15 01:11,-104.91,D,FR7630485930689099251961,FR7651457172761050536168
559,2022-08-29 02:08,967.99,C,FR7674275788170433676380,FR7657163339309765148531
560,2023-03-29 05:03,252.84,C,FR7650963164207350518520,FR7699905956889584076396
561,2023-08-26 06:08,737.86,C,FR7669795366469272393969,FR7648108406961649848870
562,2022-12-23 02:12,-928.19,D,FR7670084664557757552702,FR7647902755907942173058
563,2023-04-19 10:04,-821.35,D,FR7668969841499152591722,FR7636004255250369912974
564,2022-09-07 02:09,87.05,C,FR7642025562614192957696,FR7637502355681664175140
565,2022-06-22 04:06,807.5,C,FR7620997085461031482655,FR7610983398901161898129
566,2023-11-17 05:11,107.37,C,FR7645651991783311079390,FR7683711452724871407348
567,2023-11-06 21:11,479.83,C,FR7638595345138724724699,FR7691616171624339437072
568,2023-04-27 12:04,151.18,C,FR7675356077259534001043,FR7649449763934714299059
569,2023-10-30 15:10,144.69,C,FR7672249912239215455090,FR7646639092904865037923
570,2022-12-20 20:12,489.66,C,FR7676093990720850442125,FR7691418063590224533711
571,2023-08-31 23:08,-709.08,D,FR7614922490443213721320,FR7643987890781793584746
572,2023-12-18 18:12,583.57,C,FR7613761467251237934723,FR7620518867627943832768
573,2022-01-06 15:01,-114.75,D,FR7642605546942368036044,FR7667807753632768131959
574,2022-05-28 06:05,-710.18,D,FR7671744969471731556956,FR7656511651820428455657
575,2022-02-23 13:02,-438.9,D,FR7620345879684839095254,FR7639557566679353715561
576,2022-10-14 22:10,452.76,C,FR7636803645669887217816,FR7698121814253042389806
577,2023-09-23 02:09,-605.32,D,FR7648265656201832024047,FR7614345429209648583313
578,2023-01-26 20:01,-306.54,D,FR7615785889562560154686,FR7631266111187071875290
579,2023-03-08 02:03,286.5,C,FR7641919784253352668108,FR7623607953827698187976
580,2022-03-03 00:03,337.37,C,FR7670086311769247376459,FR7644627711773286616505
581,2022-02-14 00:02,-474.09,D,FR7668822545525827592679,FR7655286334763547435306
582,2023-05-28 07:05,-177.94,D,FR7653035925895666996302,FR7633808437920883464705
583,2022-01-02 21:01,-263.36,D,FR7693138415862729049118,FR7666427002194480823743
584,2023-03-19 01:03,-896.17,D,FR7674929725307477948257,FR7629742049122534077345
585,2022-09-22 13:09,-599.37,D,FR7662258081328463476109,FR7646867770258510847745
586,2023-05-12 11:05,999.04,C,FR7665559431993986679649,FR7677342161219321329240
587,2022-03-06 03:03,85.93,C,FR7650283087213648505106,FR7658584188386356222791
588,2022-09-04 03:09,-871.28,D,FR7653734605534344464829,FR7692423957945641536086
589,2023-02-06 16:02,-558.49,D,FR7651973843444283685875,FR7671185075818780899910
590,2022-01-03 11:01,635.6,C,FR7674737041836145496441,FR7681775956109583449546
591,2022-04-11 16:04,733.89,C,FR7655035984573984454607,FR7647882855950593595890
592,2023-03-02 10:03,-244.64,D,FR7688783485184142947610,FR7622594680476882971849
593,2023-01-01 04:01,304.93,C,FR7646406697494147965457,FR7637859186399076015346
594,2022-09-23 22:09,449.14,C,FR7619833759246799296633,FR7657543134388880985785
595,2023-02-28 22:02,-618.24,D,FR7689962595752459988960,FR7673006800839091055978
596,2022-07-15 22:07,536.54,C,FR7639046353214983409741,FR7685145729908320579098
597,2023-03-18 18:03,-325.67,D,FR7638659759651127861868,FR7649971051748582921328
598,2023-06-08 19:06,23.58,C,FR7624809112702117348798,FR7686294181303956084853
599,2022-09-01 20:09,103.55,C,FR7619676752528890055663,FR7681163402938115015202
600,2023-04-25 00:04,510.73,C,FR7698233447939455031371,FR7668412870841456167025
601,2022-01-28 18:01,-34.22,D,FR7618153403627121772277,FR7657672392471093577724
602,2022-04-14 13:04,-407.54,D,FR7661001696913087972688,FR7638189293248079652823
603,2023-03-02 13:03,876.8,C,FR7621907585570582473733,FR7687325359986797641548
604,2023-01-21 21:01,604.37,C,FR7679457419456440004265,FR7682272087282178423785
605,2023-03-26 06:03,460.41,C,FR7664682906381612618260,FR7664607031750498673183
606,2022-03-17 03:03,-972.23,D,FR7615906609614980469470,FR7615525583202457639339
607,2023-01-01 18:01,999.56,C,FR7658797354803526153733,FR7638762448361034955409
608,2023-06-03 13:06,-114.93,D,FR7656117151335627679537,FR7625634845547327077046
609,2022-07-08 12:07,-473.81,D,FR7657065896294934464583,FR7683302545104779906309
610,2022-10-20 06:10,-523.2,D,FR7653786036359896912386,FR7653242251924713305951
611,2023-08-21 20:08,-883.4,D,FR7633198076142640573829,FR7688634804122193759133
612,2022-12-14 02:12,-714.73,D,FR7623067995796390004264,FR7640442956925360316873
613,2022-11-19 11:11,24.75,C,FR7687718556526860135883,FR7627828943694532753447
614,2023-06-23 11:06,904.63,C,FR7675797892298745321835,FR7649236112351261859985
615,2023-11-13 07:11,138.82,C,FR7656852443435749213745,FR7679551551817714408183
616,2023-04-15 08:04,-14.9,D,FR7630511977973154184502,FR7690061775616433366660
617,2022-01-19 16:01,-944.22,D,FR7633109383221450263949,FR7631414827219226228146
618,2022-07-30 22:07,205.51,C,FR7645017462107239709244,FR7685922790126854772608
619,2023-03-28 22:03,523.03,C,FR7628549284829856062632,FR7678666753170744253161
620,2022-07-24 16:07,-145.1,D,FR7657413801943290364313,FR7680928506372213066637
621,2023-03-18 22:03,-702.2,D,FR7671226134170749283553,FR7616601784958024855803
622,2023-01-30 16:01,-923.86,D,FR7683341116399638597429,FR7625434463704658006026
623,2022-12-19 04:12,-675.42,D,FR7676443226376595469690,FR7631387766516734416420
624,2022-05-25 08:05,-141.43,D,FR7696922586472379769044,FR7657741818945792162798
625,2022-11-14 11:11,-667.73,D,FR7646954676779831968659,FR7631794720551559745344
626,2022-03-08 15:03,168.02,C,FR7610971639859879039079,FR7634669673475298162426
627,2023-09-05 18:09,-237.24,D,FR7613403918442240552460,FR7650678230400062645449
628,2022-10-27 22:10,-60.6,D,FR7622428154504986746114,FR7680814139701312405829
629,2022-04-16 23:04,-74.83,D,FR7689809190549860657621,FR7628269058897570613952
630,2023-08-31 11:08,-540.44,D,FR7683199508891351824726,FR7699556209686762579121
631,2022-07-16 12:07,840.54,C,FR7632736649460915491331,FR7697881960808983174982
632,2023-10-24 22:10,-621.36,D,FR7632127840971345364500,FR7662006361516928744316
633,2023-05-03 23:05,292.31,C,FR7620611650421621783053,FR7692963620330631422092
634,2023-09-30 23:09,448.36,C,FR7694303655741969636575,FR7694826137243895264855
635,2023-01-30 20:01,-402.69,D,FR7686645713338975672756,FR7644437206466279874989
636,2022-04-23 01:04,-698.88,D,FR7610392449506545139315,FR7667432717317774193766
637,2023-02-08 17:02,-222.72,D,FR7624107867489593738359,FR7617151313418042403279
638,2023-12-16 14:12,961.47,C,FR7651595148588071207998,FR7663555788315621758885
639,2022-09-03 16:09,-962.94,D,FR7611272968860888926152,FR7695933437604125818120
640,2022-09-01 22:09,-510.52,D,FR7649017832826359096011,FR7671151082389913898575
641,2023-12-07 01:12,333.6,C,FR7643156753193395022402,FR7632244072223323795163
642,2022-12-19 21:12,-420.52,D,FR7614308311758390348423,FR7623491819900775956939
643,2023-06-19 08:06,-826.66,D,FR7639886466704525615911,FR7691921911159338534442
644,2022-02-22 10:02,-327.38,D,FR7652754034462946459959,FR7663752491550695243983
645,2022-01-21 19:01,-303.51,D,FR7674867973271612384485,FR7640372082727963292965
646,2022-01-24 09:01,-579.16,D,FR7684547750204972366077,FR7691264554584262561026
647,2023-09-23 08:09,-997.07,D,FR7613807960314290144748,FR7658239251867456948716
648,2023-03-17 07:03,152.57,C,FR7653946203468783717298,FR7680341892201675696260
649,2023-09-24 10:09,-357.42,D,FR7667449590948988538774,FR7664379349718434151428
650,2022-08-09 21:08,935.53,C,FR7688769305582087495996,FR7611217322992189209693
651,2022-06-02 22:06,79.02,C,FR7640038592864778988461,FR7679743258130872164968
652,2023-10-17 14:10,-698.98,D,FR7693613874802555114183,FR7653302055222418201946
653,2023-08-04 08:08,974.7,C,FR7668891782579886233224,FR7620866773909933861367
654,2022-09-30 17:09,-713.31,D,FR7665609706816940428892,FR7639763589256829886616
655,2023-10-17 21:10,-96.13,D,FR7651281926996213898651,FR7673222053736248277030
656,2023-12-04 15:12,-245.04,D,FR7664968041862883195453,FR7680982320934078027781
657,2023-08-10 02:08,742.09,C,FR7655933173403941892242,FR7664387943660764343391
658,2022-10-12 08:10,-232.1,D,FR7647739567489463017443,FR7689935033268170545459
659,2023-09-21 15:09,-785.97,D,FR7691751612553277173441,FR7626207959822348708326
660,2022-09-17 19:09,310.2,C,FR7687523522954215623148,FR7642775228683467435707
661,2022-09-22 07:09,0.18,C,FR7650206765820686103703,FR7694834221715079067143
662,2023-10-09 01:10,-835.09,D,FR7612602440662414042585,FR7671073367256955871206
663,2023-09-30 21:09,-452.14,D,FR7699943828332034598260,FR7652081720466686589916
664,2023-02-13 18:02,-801.03,D,FR7675137718179744546320,FR7617296580565448717652
665,2022-04-01 02:04,-992.27,D,FR7641976843111023933097,FR7692057891546810969132
666,2022-08-28 03:08,-544.14,D,FR7614086481726434774368,FR7659758573276568471866
667,2023-06-11 14:06,-527.79,D,FR7641954789193345326902,FR7637391692199992696188
668,2022-08-30 11:08,-163.83,D,FR7638816922897191906175,FR7620594170256333622917
669,2022-08-08 14:08,377.29,C,FR7616102180408169507098,FR7660139872203185492303
670,2022-06-19 11:06,18.23,C,FR7610141362306643149136,FR7694151269115254923350
671,2022-03-13 22:03,434.76,C,FR7698546952267199667191,FR7634616537373475295683
672,2023-04-09 14:04,906.36,C,FR7696669805187042505937,FR7698509896728974849558
